id,name,firstname,lastname,age,nationality,height,weight,number,position,photo,birthday,birthplace,country
27764,J. Sánchez,José Enrique,Sánchez Arita,28,Honduras,,,,Midfielder,https://media.api-sports.io/football/players/27764.png,1996-08-17,Tocoa,Honduras
27773,A. Laureano,Alex Martín,Laureano Archaga,26,Honduras,,,,Attacker,https://media.api-sports.io/football/players/27773.png,1999-03-19,Tela,Honduras
29030,N. Mohanraj,Nallappan,Mohanraj,36,India,177 cm,,48,Defender,https://media.api-sports.io/football/players/29030.png,1989-02-23,Namakkal,India
29031,W. Niasso,William,Niasso,0,India,,,20,Defender,https://media.api-sports.io/football/players/29031.png,2025-06-25,,India
29033,L. Pereira,Leny Levis,Pereira,0,India,,,,Defender,https://media.api-sports.io/football/players/29033.png,2025-06-25,,India
29034,S. Pires,Shallum,Pires,33,India,,,3,Defender,https://media.api-sports.io/football/players/29034.png,1992-08-24,Sanvordem,India
29036,S. Singh,Suraj,Singh,29,India,,,13,Defender,https://media.api-sports.io/football/players/29036.png,1995-12-06,,India
29038,N. Castanha,Nickson,Castanha,30,India,,,24,Midfielder,https://media.api-sports.io/football/players/29038.png,1994-07-05,,India
29041,A. Fernandes,Aniston,Fernandes,31,India,,,12,Midfielder,https://media.api-sports.io/football/players/29041.png,1993-07-04,Betalbatim,India
29043,A. Gonsalves,Alber,Gonsalves,32,India,,,7,Midfielder,https://media.api-sports.io/football/players/29043.png,1992-10-25,,India
29050,A. Rawat,Abhishek,Rawat,0,India,,,49,Midfielder,https://media.api-sports.io/football/players/29050.png,2025-06-25,,India
29053,U. Rai,Uttam,Rai,28,India,,,11,Attacker,https://media.api-sports.io/football/players/29053.png,1996-12-20,Chumbung,India
29055,A. Wolfe,Anthony,Wolfe,41,Trinidad and Tobago,175 cm,,46,Attacker,https://media.api-sports.io/football/players/29055.png,1983-12-23,Manzanilla,Trinidad and Tobago
29284,J. Revi,Juan,Revi Auriqto,39,Indonesia,176 cm,67 kg,,Midfielder,https://media.api-sports.io/football/players/29284.png,1986-06-04,Surabaya,Indonesia
29327,J. Meka,Januarius,Meka,0,Indonesia,,,,Goalkeeper,https://media.api-sports.io/football/players/29327.png,2025-06-25,,Indonesia
29330,F. Apriansyah,Firli,Apriansyah,39,Indonesia,182 cm,78 kg,,Defender,https://media.api-sports.io/football/players/29330.png,1986-04-27,Jakarta,Indonesia
29339,M. Fadila,Moch Nico,Fadila,27,Indonesia,,,,Midfielder,https://media.api-sports.io/football/players/29339.png,1998-04-25,,Indonesia
29347,D. Ardika,Dimas,Ardika,0,Indonesia,,,,Attacker,https://media.api-sports.io/football/players/29347.png,2025-06-25,,Indonesia
29349,B. Chalwa,Bijahil,Chalwa,34,Indonesia,,,,Attacker,https://media.api-sports.io/football/players/29349.png,1990-11-30,,Indonesia
29352,H. Ronal,Habel,Ronal Rio Nugroho,27,Indonesia,175 cm,65 kg,,Attacker,https://media.api-sports.io/football/players/29352.png,1997-12-06,,Indonesia
29353,D. Saputra,Dona,Saputra,27,Indonesia,,,23,Attacker,https://media.api-sports.io/football/players/29353.png,1998-01-02,,Indonesia
29362,Ambrizal,Ammar,Ambrizal,44,Indonesia,182 cm,72 kg,,Defender,https://media.api-sports.io/football/players/29362.png,1981-02-01,,Indonesia
29393,Habibi,Habibi,Habibi,26,Indonesia,170 cm,,,Midfielder,https://media.api-sports.io/football/players/29393.png,1998-10-15,,Indonesia
29395,F. Hamzah,Febri Setiadi,Hamzah,41,Indonesia,184 cm,76 kg,,Midfielder,https://media.api-sports.io/football/players/29395.png,1984-02-03,,Indonesia
29399,A. Tolle,Ahmad Hisyam,Tolle,31,Indonesia,178 cm,,,Midfielder,https://media.api-sports.io/football/players/29399.png,1994-01-07,Makassar,Indonesia
29408,Kim Sang-Duk,Sang-Duk,Kim,40,Korea Republic,,,,Defender,https://media.api-sports.io/football/players/29408.png,1985-01-01,,Korea Republic
29409,R. Onu,Rudi,Onu,0,Indonesia,,,,Defender,https://media.api-sports.io/football/players/29409.png,2025-06-25,,Indonesia
29410,Edi Sukamto,Edi sibung,Sukamto,43,Indonesia,170 cm,65 kg,,Defender,https://media.api-sports.io/football/players/29410.png,1982-03-13,,Indonesia
29411,A. Faizal,Ahmad,Faizal,0,Indonesia,,,,Attacker,https://media.api-sports.io/football/players/29411.png,2025-06-25,,Indonesia
29417,J. Irawan,Junda,Irawan,29,Indonesia,,,,Defender,https://media.api-sports.io/football/players/29417.png,1996-05-31,Malang,Indonesia
29425,I. Kurnia,Imam Bagus,Kurnia,29,Indonesia,,,,Midfielder,https://media.api-sports.io/football/players/29425.png,1995-07-22,,Indonesia
29437,A. Ramadhan,Andi,Ramadhan,28,Indonesia,170 cm,,,Goalkeeper,https://media.api-sports.io/football/players/29437.png,1997-02-08,,Indonesia
29438,P. Samallo,Pijai,Samallo,28,Indonesia,,,,Goalkeeper,https://media.api-sports.io/football/players/29438.png,1996-10-28,,Indonesia
29448,I. Faturrahman,Iman,Faturrahman,30,Indonesia,,,,Midfielder,https://media.api-sports.io/football/players/29448.png,1994-08-31,,Indonesia
29460,M. Barry,Mamadou Hady,Barry,39,Guinea,190 cm,82 kg,,Attacker,https://media.api-sports.io/football/players/29460.png,1986-05-16,,Guinea
29465,Willyando,Willyando,Willyando,27,Indonesia,170 cm,59 kg,,Attacker,https://media.api-sports.io/football/players/29465.png,1997-09-23,,Indonesia
29466,S. Johansah,Sendri,Johansah,32,Indonesia,,,,Goalkeeper,https://media.api-sports.io/football/players/29466.png,1993-06-11,,Indonesia
29469,S. Putra,Satriawan Eka,Putra,26,Indonesia,180 cm,78 kg,,Goalkeeper,https://media.api-sports.io/football/players/29469.png,1998-10-02,,Indonesia
29481,M. Syukron,Muhamad,Syukron,28,Indonesia,182 cm,65 kg,,Defender,https://media.api-sports.io/football/players/29481.png,1997-02-22,,Indonesia
29486,R. Gullid,Ruud,Gullid,32,Indonesia,173 cm,,,Midfielder,https://media.api-sports.io/football/players/29486.png,1992-12-09,,Indonesia
29489,A. Rahman,Arif Yanggi,Rahman,31,Indonesia,,,,Midfielder,https://media.api-sports.io/football/players/29489.png,1994-02-20,Solok,Indonesia
29490,M. Wahyu,Muhammed,Widya Wahyu Fitriyanto,36,Indonesia,172 cm,65 kg,,Midfielder,https://media.api-sports.io/football/players/29490.png,1989-05-11,,Indonesia
29492,E. Ermawansyah,Erik Dwi,Ermawansyah,29,Indonesia,166 cm,65 kg,,Attacker,https://media.api-sports.io/football/players/29492.png,1996-04-19,,Indonesia
29493,A. Erwanto,Agung Fendy,Erwanto,0,Indonesia,,,,Attacker,https://media.api-sports.io/football/players/29493.png,2025-06-25,,Indonesia
29496,A. Pamungkas,Albi Lanju,Pamungkas,28,Indonesia,160 cm,50 kg,,Attacker,https://media.api-sports.io/football/players/29496.png,1997-02-14,,Indonesia
29536,A. Maulana,Adam,Maulana,28,Indonesia,172 cm,,,Defender,https://media.api-sports.io/football/players/29536.png,1997-03-26,,Indonesia
29540,Izaac Wanggai,Izaac Yohanes,Wanggai,43,Indonesia,170 cm,67 kg,,Defender,https://media.api-sports.io/football/players/29540.png,1982-05-19,Manokwari,Indonesia
29556,M. Pribadi,Muhammad,Agung Pribadi,35,Indonesia,171 cm,63 kg,,Defender,https://media.api-sports.io/football/players/29556.png,1989-07-03,Bandung,Indonesia
29559,J. Kustiawan,Jodi,Kustiawan,33,Indonesia,176 cm,,,Defender,https://media.api-sports.io/football/players/29559.png,1992-05-15,,Indonesia
29570,D. Permana,Dio,Permana,30,Indonesia,168 cm,,,Midfielder,https://media.api-sports.io/football/players/29570.png,1995-06-07,Malang,Indonesia
29581,J. Arey,Jaelani,Arey Sibi,36,Indonesia,165 cm,69 kg,,Defender,https://media.api-sports.io/football/players/29581.png,1989-04-24,,Indonesia
29584,N. Pasura,Nico,Pasura,27,Indonesia,,,,Defender,https://media.api-sports.io/football/players/29584.png,1998-05-21,,Indonesia
29585,A. Permana,Anggi Indra,Permana,34,Indonesia,178 cm,69 kg,5,Defender,https://media.api-sports.io/football/players/29585.png,1990-11-06,Bandung,Indonesia
29587,F. Wajdi,Farid,Wajdi,0,Indonesia,,,,Defender,https://media.api-sports.io/football/players/29587.png,2025-06-25,,Indonesia
29590,T. Ayomi,Tonny Roy,Ayomi,33,Indonesia,168 cm,,,Midfielder,https://media.api-sports.io/football/players/29590.png,1991-08-02,,Indonesia
29594,J. Puhili,Jhon,Puhili,25,Indonesia,,,,Midfielder,https://media.api-sports.io/football/players/29594.png,2000-03-13,,Indonesia
29597,A. Pairie,Anton,Sandi Pairie,0,Indonesia,,,,Midfielder,https://media.api-sports.io/football/players/29597.png,2025-06-25,,Indonesia
29598,Z. Sukman,Ziko,Sukman,28,Indonesia,,,,Midfielder,https://media.api-sports.io/football/players/29598.png,1996-07-09,,Indonesia
